scenario,sample_size,s_factor,value_f
chen2,50,83.0,3.79008289836
chen2,50,83.0,3.21342643528
chen2,50,83.0,2.017753901
chen2,50,83.0,3.50051242037
chen2,50,83.0,2.69824290491
chen2,50,83.0,3.06793643882
chen2,50,83.0,3.35754883348
chen2,50,83.0,2.14561805204
chen2,50,83.0,3.16630611485
chen2,50,83.0,-3.93842955904
chen2,50,83.0,3.01391086649
chen2,50,83.0,2.6646516037
chen2,50,83.0,2.81109658934
chen2,50,83.0,2.79151149145
chen2,50,84.0,2.32646078672
chen2,50,84.0,2.25842096979
chen2,50,84.0,3.36935181557
chen2,50,84.0,3.61901361719
chen2,50,84.0,2.06896549029
chen2,50,84.0,-1.00560385588
chen2,50,84.0,3.28797433767
chen2,50,84.0,0.136354561061
chen2,50,84.0,2.31492551866
chen2,50,84.0,2.16317969537
chen2,50,84.0,2.63785593714
chen2,50,84.0,2.55438327156
chen2,50,84.0,3.13084527791
chen2,50,84.0,3.19771972228
chen2,50,84.0,-2.36644927799
chen2,50,84.0,2.0459361546
chen2,50,84.0,2.71280817311
chen2,50,84.0,1.03358053541
chen2,50,84.0,0.752272911604
chen2,50,84.0,1.95938558888
chen2,50,84.0,3.89619610555
chen2,50,84.0,-4.66463204708
chen2,50,84.0,2.80713874943
chen2,50,84.0,0.232856654848
chen2,50,84.0,-4.94996196501
chen2,50,84.0,3.00133656647
chen2,50,84.0,1.45601992411
chen2,50,84.0,2.16521779678
chen2,50,84.0,3.35570939313
chen2,50,84.0,4.06344054117
chen2,50,84.0,2.37366159206
chen2,50,84.0,2.9294515737
chen2,50,84.0,4.33758425375
chen2,50,84.0,3.49984778261
chen2,50,84.0,3.84770723337
chen2,50,84.0,2.99647268338
chen2,50,84.0,3.79433562297
chen2,50,84.0,3.2190168903
chen2,50,84.0,2.03027598719
chen2,50,84.0,3.50234529167
chen2,50,84.0,2.69319791329
chen2,50,84.0,3.06000732367
chen2,50,84.0,3.35817894116
chen2,50,84.0,2.16573908372
chen2,50,84.0,3.16822031765
chen2,50,84.0,-3.88049835323
chen2,50,84.0,3.01694790595
chen2,50,84.0,2.6646516037
chen2,50,84.0,2.80978202802
chen2,50,84.0,2.79719177358
chen2,50,85.0,2.32963993673
chen2,50,85.0,2.26491025291
chen2,50,85.0,3.36519934209
chen2,50,85.0,3.62074014122
chen2,50,85.0,2.07385502367
chen2,50,85.0,-0.912807938297
chen2,50,85.0,3.2925094805
chen2,50,85.0,0.176669208734
chen2,50,85.0,2.31620734703
chen2,50,85.0,2.16380090332
chen2,50,85.0,2.63785593714
chen2,50,85.0,2.5399055772
chen2,50,85.0,3.14258952287
chen2,50,85.0,3.20099305035
chen2,50,85.0,-2.31814645433
chen2,50,85.0,2.04654920918
chen2,50,85.0,2.71419598464
chen2,50,85.0,1.05286228327
chen2,50,85.0,0.746875249532
chen2,50,85.0,1.98380821327
chen2,50,85.0,3.8897007805
chen2,50,85.0,-4.66463204708
chen2,50,85.0,2.81958227571
chen2,50,85.0,0.25021926004
chen2,50,85.0,-4.94996196501
chen2,50,85.0,3.00193262538
chen2,50,85.0,1.4898443379
chen2,50,85.0,2.16569917277
chen2,50,85.0,3.36076254108
chen2,50,85.0,4.06223263202
chen2,50,85.0,2.38873131516
chen2,50,85.0,2.92882734918
chen2,50,85.0,4.33458936703
chen2,50,85.0,3.49859661952
chen2,50,85.0,3.85009454713
chen2,50,85.0,3.00008962481
chen2,50,85.0,3.80201450536
chen2,50,85.0,3.22387025267
chen2,50,85.0,2.040090563
chen2,50,85.0,3.49786955004
chen2,50,85.0,2.69508978515
chen2,50,85.0,3.06548420134
chen2,50,85.0,3.36525394623
chen2,50,85.0,2.18036997784
chen2,50,85.0,3.16802812538
chen2,50,85.0,-3.83733620999
chen2,50,85.0,3.0260329146
chen2,50,85.0,2.6646516037
chen2,50,85.0,2.81040126419
chen2,50,85.0,2.80476057304
chen2,50,86.0,2.32709661672
chen2,50,86.0,2.30968250387
chen2,50,86.0,3.36519934209
chen2,50,86.0,3.62199619777
chen2,50,86.0,2.07578313535
chen2,50,86.0,-0.819148979323
chen2,50,86.0,3.30062735572
chen2,50,86.0,0.221550438886
chen2,50,86.0,2.31620734703
chen2,50,86.0,2.16504331922
chen2,50,86.0,2.63848725231
chen2,50,86.0,2.52247847335
chen2,50,86.0,3.16842207147
chen2,50,86.0,3.20343485936
chen2,50,86.0,-2.25612709293
chen2,50,86.0,2.04592367256
chen2,50,86.0,2.71296570907
chen2,50,86.0,1.07056881519
chen2,50,86.0,0.750803221175
chen2,50,86.0,2.01946766091
chen2,50,86.0,3.87673640383
chen2,50,86.0,-4.66463204708
chen2,50,86.0,2.84454652799
chen2,50,86.0,0.254000235499
chen2,50,86.0,-4.94996196501
chen2,50,86.0,3.01019191357
chen2,50,86.0,1.52016388501
chen2,50,86.0,2.16569917277
chen2,50,86.0,3.37023719348
chen2,50,86.0,4.06171304088
chen2,50,86.0,2.39407051632
chen2,50,86.0,2.92757890013
chen2,50,86.0,4.33383492361
chen2,50,86.0,3.49893083368
chen2,50,86.0,3.84865258845
chen2,50,86.0,3.00189809553
chen2,50,86.0,3.80746382591
chen2,50,86.0,3.22837360871
chen2,50,86.0,2.04919804897
chen2,50,86.0,3.49909146424
chen2,50,86.0,2.69483949816
chen2,50,86.0,3.06705911946
chen2,50,86.0,3.36234737366
chen2,50,86.0,2.19055651327
chen2,50,86.0,3.17428580734
chen2,50,86.0,-3.78490599127
chen2,50,86.0,3.03540183623
chen2,50,86.0,2.6646516037
chen2,50,86.0,2.81319676689
chen2,50,86.0,2.81531968022
chen2,50,87.0,2.32836827672
chen2,50,87.0,2.30390327609
chen2,50,87.0,3.36519934209
chen2,50,87.0,3.62199619777
chen2,50,87.0,2.07243316378
chen2,50,87.0,-0.73121260492
chen2,50,87.0,3.30062735572
chen2,50,87.0,0.265703932493
chen2,50,87.0,2.31813008959
chen2,50,87.0,2.16504331922
chen2,50,87.0,2.63911856748
chen2,50,87.0,2.49841753554
chen2,50,87.0,3.17315436335
chen2,50,87.0,3.20303031989
chen2,50,87.0,-2.19234071696
chen2,50,87.0,2.04653672714
chen2,50,87.0,2.71235057129
chen2,50,87.0,1.09288493447
chen2,50,87.0,0.753861023748
chen2,50,87.0,2.05163109241
chen2,50,87.0,3.87244063105
chen2,50,87.0,-4.66463204708
chen2,50,87.0,2.87033621266
chen2,50,87.0,0.247636923233
chen2,50,87.0,-4.94996196501
chen2,50,87.0,3.01118247539
chen2,50,87.0,1.55841335869
chen2,50,87.0,2.16756274843
chen2,50,87.0,3.37657937303
chen2,50,87.0,4.0619959151
chen2,50,87.0,2.40510982055
chen2,50,87.0,2.92508200203
chen2,50,87.0,4.32264623676
chen2,50,87.0,3.49955641523
chen2,50,87.0,3.85727256566
chen2,50,87.0,3.00129527196
chen2,50,87.0,3.80505227978
chen2,50,87.0,3.22143720575
chen2,50,87.0,2.0643949741
chen2,50,87.0,3.49946978923
chen2,50,87.0,2.69420887421
chen2,50,87.0,3.07488035133
chen2,50,87.0,3.36234737366
chen2,50,87.0,2.21434954809
chen2,50,87.0,3.18066648336
chen2,50,87.0,-3.72622612971
chen2,50,87.0,3.03856479711
chen2,50,87.0,2.66402212743
chen2,50,87.0,2.81202065798
chen2,50,87.0,2.82774215926
chen2,50,88.0,2.32963993673
chen2,50,88.0,2.30979565015
chen2,50,88.0,3.36769266905
chen2,50,88.0,3.62011211294
chen2,50,88.0,2.07898312379
chen2,50,88.0,-0.634295542089
chen2,50,88.0,3.30699380726
chen2,50,88.0,0.31765918089
chen2,50,88.0,2.31941191796
chen2,50,88.0,2.16752815102
chen2,50,88.0,2.63911856748
chen2,50,88.0,2.48148472469
chen2,50,88.0,3.18683665224
chen2,50,88.0,3.20180941538
chen2,50,88.0,-2.13718707216
chen2,50,88.0,2.04653672714
chen2,50,88.0,2.71235057129
chen2,50,88.0,1.09349060526
chen2,50,88.0,0.756918826322
chen2,50,88.0,2.08976721666
chen2,50,88.0,3.86027103272
chen2,50,88.0,-4.66463204708
chen2,50,88.0,2.88762789697
chen2,50,88.0,0.255198874152
chen2,50,88.0,-4.94996196501
chen2,50,88.0,3.01156353705
chen2,50,88.0,1.58757904312
chen2,50,88.0,2.16978863425
chen2,50,88.0,3.38210034971
chen2,50,88.0,4.06514804687
chen2,50,88.0,2.42409444248
chen2,50,88.0,2.92383355298
chen2,50,88.0,4.30738475188
chen2,50,88.0,3.50018199677
chen2,50,88.0,3.86049082927
chen2,50,88.0,3.0025009191
chen2,50,88.0,3.80599698147
chen2,50,88.0,3.22754009095
chen2,50,88.0,2.08436909748
chen2,50,88.0,3.49870882279
chen2,50,88.0,2.69420887421
chen2,50,88.0,3.06823759898
chen2,50,88.0,3.35911650547
chen2,50,88.0,2.23115328663
chen2,50,88.0,3.18194261856
chen2,50,88.0,-3.67647074728
chen2,50,88.0,3.04605530691
chen2,50,88.0,2.66339265115
chen2,50,88.0,2.81172078238
chen2,50,88.0,2.84110806298
chen2,50,89.0,2.33062207036
chen2,50,89.0,2.32107560915
chen2,50,89.0,3.36519934209
chen2,50,89.0,3.61948408467
chen2,50,89.0,2.08050903803
chen2,50,89.0,-0.522771085472
chen2,50,89.0,3.3117902748
chen2,50,89.0,0.366557158946
chen2,50,89.0,2.31941191796
chen2,50,89.0,2.16566452717
chen2,50,89.0,2.64038119781
chen2,50,89.0,2.46232652411
chen2,50,89.0,3.18419643109
chen2,50,89.0,3.20303031989
chen2,50,89.0,-2.0609290467
chen2,50,89.0,2.04714978173
chen2,50,89.0,2.71235057129
chen2,50,89.0,1.10960588083
chen2,50,89.0,0.773474828126
chen2,50,89.0,2.12137322114
chen2,50,89.0,3.83732698462
chen2,50,89.0,-4.66463204708
chen2,50,89.0,2.90992222576
chen2,50,89.0,0.271861322321
chen2,50,89.0,-4.94996196501
chen2,50,89.0,3.02229259739
chen2,50,89.0,1.62171939898
chen2,50,89.0,2.16892671432
chen2,50,89.0,3.38933768769
chen2,50,89.0,4.06809561056
chen2,50,89.0,2.42558598673
chen2,50,89.0,2.9219608794
chen2,50,89.0,4.29822758312
chen2,50,89.0,3.50018199677
chen2,50,89.0,3.85484869475
chen2,50,89.0,3.00310374267
chen2,50,89.0,3.81369221568
chen2,50,89.0,3.22342624595
chen2,50,89.0,2.10373915189
chen2,50,89.0,3.49846343437
chen2,50,89.0,2.6916863784
chen2,50,89.0,3.05892457436
chen2,50,89.0,3.36222985483
chen2,50,89.0,2.23801147173
chen2,50,89.0,3.18385682136
chen2,50,89.0,-3.61143417712
chen2,50,89.0,3.05001382151
chen2,50,89.0,2.66276317488
chen2,50,89.0,2.8135784909
chen2,50,89.0,2.85042492226
chen2,50,90.0,2.33395529626
chen2,50,90.0,2.3538921811
chen2,50,90.0,3.36582267383
chen2,50,90.0,3.61697197157
chen2,50,90.0,2.08915503041
chen2,50,90.0,-0.426504686138
chen2,50,90.0,3.31478806702
chen2,50,90.0,0.407613623217
chen2,50,90.0,2.32069374633
chen2,50,90.0,2.16877056692
chen2,50,90.0,2.63911856748
chen2,50,90.0,2.43729896771
chen2,50,90.0,3.18250118918
chen2,50,90.0,3.20364077214
chen2,50,90.0,-1.98474533715
chen2,50,90.0,2.04898894548
chen2,50,90.0,2.71358084686
chen2,50,90.0,1.13281782408
chen2,50,90.0,0.786035918681
chen2,50,90.0,2.15607531978
chen2,50,90.0,3.82443586982
chen2,50,90.0,-4.66403418883
chen2,50,90.0,2.93398795053
chen2,50,90.0,0.300021079441
chen2,50,90.0,-4.94996196501
chen2,50,90.0,3.01958201299
chen2,50,90.0,1.65001876727
chen2,50,90.0,2.16892671432
chen2,50,90.0,3.39247944019
chen2,50,90.0,4.06935646327
chen2,50,90.0,2.44218074019
chen2,50,90.0,2.9219608794
chen2,50,90.0,4.28414235614
chen2,50,90.0,3.499730235
chen2,50,90.0,3.85364808585
chen2,50,90.0,3.00611786054
chen2,50,90.0,3.81058386451
chen2,50,90.0,3.22892183502
chen2,50,90.0,2.12128460289
chen2,50,90.0,3.50212917697
chen2,50,90.0,2.68538013887
chen2,50,90.0,3.05892457436
chen2,50,90.0,3.36538039319
chen2,50,90.0,2.24585973829
chen2,50,90.0,3.18704715937
chen2,50,90.0,-3.55342536141
chen2,50,90.0,3.05870998343
chen2,50,90.0,2.66339265115
chen2,50,90.0,2.81729390794
chen2,50,90.0,2.85586812394
chen2,50,91.0,2.33459112626
chen2,50,91.0,2.3754426229
chen2,50,91.0,3.36558095321
chen2,50,91.0,3.61284188622
chen2,50,91.0,2.08437761316
chen2,50,91.0,-0.328857377926
chen2,50,91.0,3.31699475998
chen2,50,91.0,0.470951341074
chen2,50,91.0,2.32133466052
chen2,50,91.0,2.17125539872
chen2,50,91.0,2.64101251298
chen2,50,91.0,2.38108176545
chen2,50,91.0,3.18556417928
chen2,50,91.0,3.20425122439
chen2,50,91.0,-1.911224782
chen2,50,91.0,2.04898894548
chen2,50,91.0,2.71296570907
chen2,50,91.0,1.15190291633
chen2,50,91.0,0.787466459937
chen2,50,91.0,2.19224582492
chen2,50,91.0,3.79971839459
chen2,50,91.0,-4.66343633058
chen2,50,91.0,2.95044126196
chen2,50,91.0,0.340933094811
chen2,50,91.0,-4.94996196501
chen2,50,91.0,3.02507721825
chen2,50,91.0,1.67850066113
chen2,50,91.0,2.17128976722
chen2,50,91.0,3.3965039344
chen2,50,91.0,4.07275125702
chen2,50,91.0,2.4514274151
chen2,50,91.0,2.92153044854
chen2,50,91.0,4.26921703679
chen2,50,91.0,3.4972279088
chen2,50,91.0,3.86694176479
chen2,50,91.0,3.0063882682
chen2,50,91.0,3.8137902121
chen2,50,91.0,3.22672815657
chen2,50,91.0,2.13453294473
chen2,50,91.0,3.49882251095
chen2,50,91.0,2.68321211053
chen2,50,91.0,3.0545833562
chen2,50,91.0,3.3629317526
chen2,50,91.0,2.2545228874
chen2,50,91.0,3.19278976778
chen2,50,91.0,-3.49829471849
chen2,50,91.0,3.06234966422
chen2,50,91.0,2.66402212743
chen2,50,91.0,2.81611215755
chen2,50,91.0,2.86582179251
chen2,50,92.0,2.33813894607
chen2,50,92.0,2.36525464289
chen2,50,92.0,3.36433428973
chen2,50,92.0,3.6109578014
chen2,50,92.0,2.08391541028
chen2,50,92.0,-0.21748568278
chen2,50,92.0,3.32658769507
chen2,50,92.0,0.526852563868
chen2,50,92.0,2.32261648889
chen2,50,92.0,2.17063419077
chen2,50,92.0,2.64117739761
chen2,50,92.0,2.35201366313
chen2,50,92.0,3.18801457136
chen2,50,92.0,3.20257559416
chen2,50,92.0,-1.83205455191
chen2,50,92.0,2.0483758909
chen2,50,92.0,2.71394811951
chen2,50,92.0,1.16938831248
chen2,50,92.0,0.806678989508
chen2,50,92.0,2.22960187439
chen2,50,92.0,3.78536269652
chen2,50,92.0,-4.66104489756
chen2,50,92.0,2.97463040804
chen2,50,92.0,0.37103744297
chen2,50,92.0,-4.94996196501
chen2,50,92.0,3.02713681286
chen2,50,92.0,1.71503463155
chen2,50,92.0,2.17439572666
chen2,50,92.0,3.39243711596
chen2,50,92.0,4.07533157358
chen2,50,92.0,2.45725815332
chen2,50,92.0,2.92028199949
chen2,50,92.0,4.26291091044
chen2,50,92.0,3.49785349035
chen2,50,92.0,3.87558722304
chen2,50,92.0,3.00699109177
chen2,50,92.0,3.81978973842
chen2,50,92.0,3.23114797701
chen2,50,92.0,2.16262377646
chen2,50,92.0,3.50141243254
chen2,50,92.0,2.67780665233
chen2,50,92.0,3.04406381324
chen2,50,92.0,3.36116433539
chen2,50,92.0,2.27531018834
chen2,50,92.0,3.19304386913
chen2,50,92.0,-3.41543795266
chen2,50,92.0,3.07874967732
chen2,50,92.0,2.66450808927
chen2,50,92.0,2.81425444903
chen2,50,92.0,2.87707755557
chen2,50,93.0,2.33941060607
chen2,50,93.0,2.39165328359
chen2,50,93.0,3.35935075833
chen2,50,93.0,3.61221385794
chen2,50,93.0,2.10202546643
chen2,50,93.0,-0.102244994383
chen2,50,93.0,3.33834375602
chen2,50,93.0,0.605370484657
chen2,50,93.0,2.32005283215
chen2,50,93.0,2.17125539872
chen2,50,93.0,2.64054608244
chen2,50,93.0,2.31327704406
chen2,50,93.0,3.19163173122
chen2,50,93.0,3.20684875993
chen2,50,93.0,-1.7291227485
chen2,50,93.0,2.04776283631
chen2,50,93.0,2.71513796032
chen2,50,93.0,1.18904538452
chen2,50,93.0,0.789658130591
chen2,50,93.0,2.27665969168
chen2,50,93.0,3.76376573402
chen2,50,93.0,-4.65865346455
chen2,50,93.0,3.00388824009
chen2,50,93.0,0.371667605547
chen2,50,93.0,-4.94996196501
chen2,50,93.0,3.03143432821
chen2,50,93.0,1.74776666428
chen2,50,93.0,2.17625930233
chen2,50,93.0,3.3980180504
chen2,50,93.0,4.07629232689
chen2,50,93.0,2.46601698739
chen2,50,93.0,2.92028199949
chen2,50,93.0,4.25253097417
chen2,50,93.0,3.50473488738
chen2,50,93.0,3.87373579392
chen2,50,93.0,3.00759391535
chen2,50,93.0,3.82051721098
chen2,50,93.0,3.22739640845
chen2,50,93.0,2.17297643978
chen2,50,93.0,3.50080147544
chen2,50,93.0,2.6715004128
chen2,50,93.0,3.03701882219
chen2,50,93.0,3.36367779994
chen2,50,93.0,2.28242370712
chen2,50,93.0,3.19253802979
chen2,50,93.0,-3.34518993916
chen2,50,93.0,3.09117294635
chen2,50,93.0,2.66450808927
chen2,50,93.0,2.82044681077
chen2,50,93.0,2.88469318258
chen2,50,94.0,2.34068226607
chen2,50,94.0,2.39088669638
chen2,50,94.0,3.35915231524
chen2,50,94.0,3.60946011644
chen2,50,94.0,2.09604718184
chen2,50,94.0,0.00648480241302
chen2,50,94.0,3.34629180866
chen2,50,94.0,0.66573044164
chen2,50,94.0,2.31941191796
chen2,50,94.0,2.17195705109
chen2,50,94.0,2.63865213694
chen2,50,94.0,2.26099502587
chen2,50,94.0,3.2185072587
chen2,50,94.0,3.20617633186
chen2,50,94.0,-1.63698618272
chen2,50,94.0,2.04469756339
chen2,50,94.0,2.71636823588
chen2,50,94.0,1.20075776231
chen2,50,94.0,0.80127778037
chen2,50,94.0,2.31434504449
chen2,50,94.0,3.74215404379
chen2,50,94.0,-4.65506631503
chen2,50,94.0,3.02594275265
chen2,50,94.0,0.416726870625
chen2,50,94.0,-4.94996196501
chen2,50,94.0,3.03648434534
chen2,50,94.0,1.78384419236
chen2,50,94.0,2.17625930233
chen2,50,94.0,3.40320882336
chen2,50,94.0,4.08072697472
chen2,50,94.0,2.46729998488
chen2,50,94.0,2.91746177967
chen2,50,94.0,4.24185622367
chen2,50,94.0,3.50723721358
chen2,50,94.0,3.86924965828
chen2,50,94.0,3.01041664347
chen2,50,94.0,3.82992809372
chen2,50,94.0,3.22553221655
chen2,50,94.0,2.20376115738
chen2,50,94.0,3.50025910048
chen2,50,94.0,2.6702391649
chen2,50,94.0,3.03647715211
chen2,50,94.0,3.37051052148
chen2,50,94.0,2.28484620563
chen2,50,94.0,3.1976425706
chen2,50,94.0,-3.25911561933
chen2,50,94.0,3.10204886428
chen2,50,94.0,2.66576704181
chen2,50,94.0,2.83223860878
chen2,50,94.0,2.89389830514
chen2,50,95.0,2.34386141608
chen2,50,95.0,2.4059060196
chen2,50,95.0,3.3585851737
chen2,50,95.0,3.60506391853
chen2,50,95.0,2.07705044796
chen2,50,95.0,0.139863589843
chen2,50,95.0,3.35288695154
chen2,50,95.0,0.753658422588
chen2,50,95.0,2.3231347533
chen2,50,95.0,2.17392128993
chen2,50,95.0,2.63966297548
chen2,50,95.0,2.22051043465
chen2,50,95.0,3.21827869723
chen2,50,95.0,3.20617633186
chen2,50,95.0,-1.52540318873
chen2,50,95.0,2.04653672714
chen2,50,95.0,2.71636823588
chen2,50,95.0,1.21819002794
chen2,50,95.0,0.80384088785
chen2,50,95.0,2.35350746054
chen2,50,95.0,3.71289467398
chen2,50,95.0,-4.64968559075
chen2,50,95.0,3.05270007532
chen2,50,95.0,0.440479564188
chen2,50,95.0,-4.94996196501
chen2,50,95.0,3.03637338925
chen2,50,95.0,1.82391977671
chen2,50,95.0,2.17998645366
chen2,50,95.0,3.41050701585
chen2,50,95.0,4.07979599962
chen2,50,95.0,2.48454500567
chen2,50,95.0,2.9180860042
chen2,50,95.0,4.22056838059
chen2,50,95.0,3.51065722886
chen2,50,95.0,3.86343601151
chen2,50,95.0,3.01041664347
chen2,50,95.0,3.82454786188
chen2,50,95.0,3.22294617993
chen2,50,95.0,2.22465449451
chen2,50,95.0,3.50953232644
chen2,50,95.0,2.66582479723
chen2,50,95.0,3.01654889505
chen2,50,95.0,3.37627037686
chen2,50,95.0,2.29437514042
chen2,50,95.0,3.20640404516
chen2,50,95.0,-3.17198171014
chen2,50,95.0,3.10797310031
chen2,50,95.0,2.66639651809
chen2,50,95.0,2.82914242791
chen2,50,95.0,2.90507853628
chen2,50,96.0,2.34542660865
chen2,50,96.0,2.42409626282
chen2,50,96.0,3.35559563304
chen2,50,96.0,3.60699199125
chen2,50,96.0,2.0799499148
chen2,50,96.0,0.271301263948
chen2,50,96.0,3.36188032819
chen2,50,96.0,0.846535573178
chen2,50,96.0,2.32134889028
chen2,50,96.0,2.17640612173
chen2,50,96.0,2.63966297548
chen2,50,96.0,2.14574640791
chen2,50,96.0,3.22222783944
chen2,50,96.0,3.20556587961
chen2,50,96.0,-1.39065263491
chen2,50,96.0,2.04627396789
chen2,50,96.0,2.7194439248
chen2,50,96.0,1.23624259752
chen2,50,96.0,0.80017443071
chen2,50,96.0,2.4128373871
chen2,50,96.0,3.68181420092
chen2,50,96.0,-4.63772842569
chen2,50,96.0,3.07956734226
chen2,50,96.0,0.456857578633
chen2,50,96.0,-4.94996196501
chen2,50,96.0,3.04109269295
chen2,50,96.0,1.86956376628
chen2,50,96.0,2.18247122121
chen2,50,96.0,3.42031731333
chen2,50,96.0,4.08530953891
chen2,50,96.0,2.50289720483
chen2,50,96.0,2.9155891061
chen2,50,96.0,4.19104190743
chen2,50,96.0,3.5175386259
chen2,50,96.0,3.86182282452
chen2,50,96.0,3.01282793776
chen2,50,96.0,3.82759885051
chen2,50,96.0,3.22942919332
chen2,50,96.0,2.26311983379
chen2,50,96.0,3.50663003413
chen2,50,96.0,2.65463529715
chen2,50,96.0,3.00564828283
chen2,50,96.0,3.3821741649
chen2,50,96.0,2.30277779947
chen2,50,96.0,3.20911482104
chen2,50,96.0,-3.06582823372
chen2,50,96.0,3.11021921048
chen2,50,96.0,2.66639651809
chen2,50,96.0,2.83859449757
chen2,50,96.0,2.91509998504
chen2,50,97.0,2.34924158866
chen2,50,97.0,2.43621542263
chen2,50,97.0,3.36294815869
chen2,50,97.0,3.60553352461
chen2,50,97.0,2.07373757675
chen2,50,97.0,0.427885116936
chen2,50,97.0,3.37147326329
chen2,50,97.0,0.960859169931
chen2,50,97.0,2.31814431935
chen2,50,97.0,2.18013336943
chen2,50,97.0,2.64092560582
chen2,50,97.0,2.0800742283
chen2,50,97.0,3.2259768258
chen2,50,97.0,3.2031240706
chen2,50,97.0,-1.23197252967
chen2,50,97.0,2.04811313164
chen2,50,97.0,2.72067420037
chen2,50,97.0,1.25122345244
chen2,50,97.0,0.792266474728
chen2,50,97.0,2.46813423953
chen2,50,97.0,3.6453060627
chen2,50,97.0,-4.62158625285
chen2,50,97.0,3.09847459179
chen2,50,97.0,0.446774977407
chen2,50,97.0,-4.94876977782
chen2,50,97.0,3.04498092876
chen2,50,97.0,1.92297349121
chen2,50,97.0,2.18868314009
chen2,50,97.0,3.4278993879
chen2,50,97.0,4.08940952185
chen2,50,97.0,2.52908468299
chen2,50,97.0,2.91462130106
chen2,50,97.0,4.16771085607
chen2,50,97.0,3.52023318295
chen2,50,97.0,3.84980149231
chen2,50,97.0,3.01584205562
chen2,50,97.0,3.82507852242
chen2,50,97.0,3.21777822289
chen2,50,97.0,2.30349798229
chen2,50,97.0,3.49537700826
chen2,50,97.0,2.65532230543
chen2,50,97.0,2.99926823181
chen2,50,97.0,3.38031619934
chen2,50,97.0,2.31982618893
chen2,50,97.0,3.21476144572
chen2,50,97.0,-2.94601587626
chen2,50,97.0,3.12135010016
chen2,50,97.0,2.66639651809
chen2,50,97.0,2.8384230283
chen2,50,97.0,2.92573526312
chen2,50,98.0,2.35561523254
chen2,50,98.0,2.4685574732
chen2,50,98.0,3.36609958889
chen2,50,98.0,3.60049415351
chen2,50,98.0,2.06122003175
chen2,50,98.0,0.610857474679
chen2,50,98.0,3.37721253202
chen2,50,98.0,1.07780849027
chen2,50,98.0,2.32512225641
chen2,50,98.0,2.18323940918
chen2,50,98.0,2.64029429065
chen2,50,98.0,1.97850214841
chen2,50,98.0,3.23845206096
chen2,50,98.0,3.20188130806
chen2,50,98.0,-1.03616468868
chen2,50,98.0,2.04811313164
chen2,50,98.0,2.71821364923
chen2,50,98.0,1.26826132205
chen2,50,98.0,0.824527842774
chen2,50,98.0,2.543500021
chen2,50,98.0,3.59302217061
chen2,50,98.0,-4.59587834796
chen2,50,98.0,3.13133694274
chen2,50,98.0,0.451325211315
chen2,50,98.0,-4.86782284427
chen2,50,98.0,3.04870114845
chen2,50,98.0,1.96500045225
chen2,50,98.0,2.19427571834
chen2,50,98.0,3.43154362515
chen2,50,98.0,4.09191849105
chen2,50,98.0,2.55392004339
chen2,50,98.0,2.91524552558
chen2,50,98.0,4.11788628865
chen2,50,98.0,3.52523783534
chen2,50,98.0,3.84200453014
chen2,50,98.0,3.02429233146
chen2,50,98.0,3.82062594901
chen2,50,98.0,3.21513570005
chen2,50,98.0,2.35162093011
chen2,50,98.0,3.4888390566
chen2,50,98.0,2.64769134312
chen2,50,98.0,2.97550187698
chen2,50,98.0,3.38104612447
chen2,50,98.0,2.34990964062
chen2,50,98.0,3.21803051882
chen2,50,98.0,-2.78311233391
chen2,50,98.0,3.12115548287
chen2,50,98.0,2.66513756554
chen2,50,98.0,2.84437333219
chen2,50,98.0,2.93630053777
chen2,50,99.0,2.36626986062
chen2,50,99.0,2.50041266899
chen2,50,99.0,3.36898177303
chen2,50,99.0,3.59038522974
chen2,50,99.0,2.03794740004
chen2,50,99.0,0.885452749741
chen2,50,99.0,3.40745245085
chen2,50,99.0,1.25672167668
chen2,50,99.0,2.32704499896
chen2,50,99.0,2.18820907278
chen2,50,99.0,2.64534481199
chen2,50,99.0,1.80413988268
chen2,50,99.0,3.25018670614
chen2,50,99.0,3.20237500767
chen2,50,99.0,-0.732627476171
chen2,50,99.0,2.04944168788
chen2,50,99.0,2.7164709363
chen2,50,99.0,1.29441655046
chen2,50,99.0,0.855436283871
chen2,50,99.0,2.6323890707
chen2,50,99.0,3.48733625685
chen2,50,99.0,-4.54608928399
chen2,50,99.0,3.18039798236
chen2,50,99.0,0.432250916643
chen2,50,99.0,-4.16600750661
chen2,50,99.0,3.0450867122
chen2,50,99.0,2.05305875676
chen2,50,99.0,2.20714744818
chen2,50,99.0,3.44687727801
chen2,50,99.0,4.09782881579
chen2,50,99.0,2.56125495469
chen2,50,99.0,2.91298485965
chen2,50,99.0,4.06450967659
chen2,50,99.0,3.52610618312
chen2,50,99.0,3.84357740449
chen2,50,99.0,3.03539692208
chen2,50,99.0,3.82242483015
chen2,50,99.0,3.19737240641
chen2,50,99.0,2.43394094824
chen2,50,99.0,3.47870921535
chen2,50,99.0,2.63045518957
chen2,50,99.0,2.94664179939
chen2,50,99.0,3.37920879248
chen2,50,99.0,2.36042655643
chen2,50,99.0,3.21442016559
chen2,50,99.0,-2.56162457442
chen2,50,99.0,3.13140865436
chen2,50,99.0,2.66513756554
chen2,50,99.0,2.8524288829
chen2,50,99.0,2.96500867877
chen2,100,50.0,3.03110903527
chen2,100,50.0,4.59725667879
chen2,100,50.0,2.4437229092
chen2,100,50.0,4.76622450509
